Project,TestCase,NoBugFixes,NoCommitFixes,NoClones
swagger-core,deserializePropertyWithMinimumMaximumValues,72,24,0
swagger-core,getIndirectAnnotation,32,16,0
swagger-core,serializeObjectPropertyWithRequiredProperties,140,25,0
swagger-core,testParameterWithFilter,5,2,1
swagger-core,initializeAndGetConfigWithoutServletConfig,13,3,0
swagger-core,scanEmptyPathAnnotation,2,2,0
swagger-core,retainModelsReferencesFromAdditionalProperties,411,80,0
swagger-core,testPropertyNameOverride,1,1,0
swagger-core,testInheritedChildBean,177,29,1
swagger-core,testResourceWithClassBasedSubresources,2,2,1
swagger-core,scanBeanParamResource,4,1,0
swagger-core,testSchemaReference,1,1,0
swagger-core,testGetFullRef,6,3,0
swagger-core,serializeIntegerProperty,48,24,0
swagger-core,stayHidden,1,1,0
swagger-core,testToModelWithLongProperty,1,1,0
swagger-core,createModelWithSecurityRequirements,843,22,0
swagger-core,serializeFloatProperty,116,25,0
swagger-core,testLinkWithRef,1,1,0
swagger-core,testAddSecurityDefinition,7,7,0
swagger-core,scanClassWithReadOnlyAndEmptyValueParams,1,1,0
swagger-core,scanMultipleConsumesProducesValuesWithApiClassLevelAnnotations,1,1,0
swagger-core,testPredefinedProperty,1,1,0
swagger-core,testGetOperationWithEncodingInRequestBody,13,2,0
swagger-core,filterAwayGetOperations,319,80,1
swagger-core,scanClassWithExampleQuery,8,8,0
swagger-core,test2818,2,2,1
swagger-core,deserializeLongProperty,72,24,0
swagger-core,deserializeNotReadOnlyStringProperty,82,25,0
swagger-core,shouldNotCreateXmlObjectForRef,128,25,0
swagger-core,apply,0,0,2
swagger-core,testResolveDuplicatedOperationId,22,9,0
swagger-core,scanParametersFromBaseResource,25,9,0
swagger-core,convertModelWithEnumArray,17,17,0
swagger-core,serializeQueryParameter,120,26,0
swagger-core,scanResourceWithCustomHttpMethodAnnotations,14,7,0
swagger-core,testEvenLessBeanlike,86,16,0
swagger-core,readerTest1,297,138,0
swagger-core,testNumberFloat,6,1,0
swagger-core,testGetOperationWithResponsePayloadAndAlternateCodes,100,20,0
swagger-core,scanResourceWithMapReturnType,12,12,0
swagger-core,testMergeWithDoubleProperty,26,9,0
swagger-core,testBooleanAdditionalPropertiesDeserialization,27,3,0
swagger-core,shouldNotContainTopLevelUserTags,356,83,0
swagger-core,createModel,143,21,0
swagger-core,scanResourceWithEmptyModel,12,12,0
swagger-core,readBeanValidatorTest,33,11,0
swagger-core,convertSpec,985,24,0
swagger-core,testArrayDeserialization,240,26,0
swagger-core,testFormatOfInteger,354,17,0
swagger-core,testSetOfClasses,18,11,0
swagger-core,serializeLongMapProperty,72,24,0
swagger-core,testSwaggerYaml,32,4,0
swagger-core,changeGetResources,77,19,0
swagger-core,scanResourceWithExtensions,4,1,0
swagger-core,testUnknownType,6,6,0
swagger-core,compare,0,0,2
swagger-core,deserializeIntegerProperty,72,24,0
swagger-core,scanDeclaredExceptions,1,1,0
swagger-core,testConvert,120,26,0
swagger-core,scanClassAndFieldLevelAnnotations,12,11,0
swagger-core,overridePropertyName,17,17,0
swagger-core,testMap,76,26,0
swagger-core,testPropertySchemaReference,1,1,0
swagger-core,scanDefaultValueAndRequiredOptions,12,12,0
swagger-core,filterAwayPetResource,96,18,1
swagger-core,implicitParameterProcessorTest,156,12,0
swagger-core,filterAwayStringsSchemas,47,4,0
swagger-core,testIdentifyRelativeRefs,6,3,0
swagger-core,testStringNoFormat,1,1,0
swagger-core,shouldScanMethodWithAllParamsHidden,18,5,0
swagger-core,serializeReadOnlyStringProperty,70,24,0
swagger-core,testScanMethods,24,18,0
swagger-core,scanApiImplicitParamAnnotationWhichAreOnlyPresentInInterfaceAndNotInImplementation,1,1,0
swagger-core,scanResourceWithApiTags,12,12,0
swagger-core,filterNoPropertiesModels,388,66,0
swagger-core,scanConsumesProducesValuesWithBothClassLevelAnnotations,2,2,0
swagger-core,testPetstore,145,60,0
swagger-core,shouldDeepScanPakagesPer1011,1,1,0
swagger-core,testGettersAndSetters,41,8,0
swagger-core,testMaintainPropertyNames,6,2,0
swagger-core,serializeDateProperty,48,24,0
swagger-core,convertModelWithFormattedStrings,35,18,0
swagger-core,serializeStringArrayPathParameter,264,27,0
swagger-core,setReadOnly,53,18,0
swagger-core,testModelWithAnnotatedPrivateMember,3,3,0
swagger-core,deserializeModelWithReadOnlyProperty,59,22,0
swagger-core,serializeArrayQueryParameter,261,26,0
swagger-core,initializeAndGetConfigWithInitParam,7,1,0
swagger-core,readModelWithObjectProperty,210,21,0
swagger-core,initializeScannerWithContextInitParam,1,1,0
swagger-core,filterAwayBrokenReferenceModelProperties,1107,76,0
swagger-core,testCompleteReadClass,44,21,0
swagger-core,maintainPropertyNames,35,18,0
swagger-core,removeUser,0,0,4
swagger-core,resourceWithParamRangeTest,284,14,0
swagger-core,scanResourceWithResponse,12,12,0
swagger-core,testXMLGregorianCalendar,213,17,0
swagger-core,testResponseWithRef,2,2,0
swagger-core,testEnum,127,26,0
swagger-core,testResourceWithSubresources,2,2,0
swagger-core,serializeArrayModel,96,27,0
swagger-core,getAnnotationTest,34,17,0
swagger-core,scanResourceWithResponseHeaders,24,15,0
swagger-core,shouldSerializeTypeParameter,57,5,0
swagger-core,testBooleanValue,145,25,0
swagger-core,deserializeParameterWithMinimumMaximumValues,96,24,0
swagger-core,testMoreResponses,2,2,0
swagger-core,testTicket2763,2,2,0
swagger-core,createModelWithFieldWithSubTypes,4,4,0
swagger-core,identifyRelativeRefs,24,3,0
swagger-core,serializeIntegerArrayPathParameter,213,26,0
swagger-core,implicitArrayParameterProcessorTest,47,12,0
swagger-core,integerEnumGeneration,61,24,0
swagger-core,createOperationWithLinkReferences,174,13,0
swagger-core,initializeAndGetScannerWithoutServletConfig,20,2,0
swagger-core,testReadOnlyParameter,143,25,0
swagger-core,testSecurityRequirement,74,17,0
swagger-core,testIncorrectBoolean,145,26,0
swagger-core,testIncorrectLong,189,25,0
swagger-core,testTicket2806,2,2,0
swagger-core,processModelWithPairProperties,395,20,0
swagger-core,testFormatOfDecimal,372,17,0
swagger-core,readModelWithRequiredParams,4,4,0
swagger-core,testParameterWithRef,5,2,0
swagger-core,identifyURLRefs,20,4,0
swagger-core,testSimpleGetOperationWithEncodingInApiResponse,11,2,0
swagger-core,testRequestBody,71,4,0
swagger-core,testComposedChildBean,9,4,1
swagger-core,testApiModelPropertySecondPosition,84,18,0
swagger-core,beanValidationArrayParametrizedMethodTest,30,3,0
swagger-core,removeUnreferencedDefinitionsOfRecuriveModels,428,81,0
swagger-core,testSwaggerYamlUsingAcceptHeader,14,4,0
swagger-core,initializeScannerWithInitParam,17,2,0
swagger-core,overrideInheritedModelName,58,21,0
swagger-core,serializeStringMapProperty,72,24,0
swagger-core,deserializeIntegerArrayPathParameter,210,26,0
swagger-core,deserializeRefProperty,72,24,0
swagger-core,scanClassWithImplicitExampleQuery,8,8,0
swagger-core,shouldScanMethodWithOtherParamsHidden,70,5,0
swagger-core,testGetExternalDocs,28,10,0
swagger-core,deserializeArrayQueryParameter,238,26,0
swagger-core,deserializeBodyParameter,237,26,0
swagger-core,scanMultipleConsumesProducesValuesWithRsClassLevelAnnotations,5,2,0
swagger-core,testDeserializeComposedModel,5,2,0
swagger-core,readModelProperty,17,17,0
swagger-core,scanResourceWithBodyParameters,12,12,0
swagger-core,checkStringTypesHandling,56,20,0
swagger-core,modelAllowEmptyTest,49,17,0
swagger-core,deserializeDoubleProperty,72,24,0
swagger-core,findPetByTags,0,0,4
swagger-core,testComplex,26,26,0
swagger-core,filterOpenAPI,1,1,0
swagger-core,serializeSecurity,2,1,0
swagger-core,overrideTest,31,11,0
swagger-core,testOperationsResources,0,0,1
swagger-core,convertModel,315,23,0
swagger-core,testSimpleReadClass,48,22,0
swagger-core,testBuilder,102,20,0
swagger-core,givenMapProperty_shouldDeserializeMinProperties,34,17,0
swagger-core,testIssue1765,357,29,0
swagger-core,shouldRemoveBrokenRefs,95,6,0
swagger-core,readDataTypesProperty,32,16,0
swagger-core,writeSpecWithParameterReferences,18,1,0
swagger-core,shouldDeserializeArrayPropertyUniqueItems,34,17,0
swagger-core,serializeBooleanProperty,33,11,0
swagger-core,testSerializableParameterReadMethod,1,1,0
swagger-core,testModelNameOverride,2,2,0
swagger-core,getUserByName,0,0,1
swagger-core,scanClassWithExamplePost,18,9,0
swagger-core,testFullExample,135,5,0
swagger-core,testSetSummary,7,7,0
swagger-core,testTicket2793,2,2,0
swagger-core,testRequestBodyWithRef,2,2,0
swagger-core,testSecuritySheme,38,4,0
swagger-core,testByteProperty,158,24,0
swagger-core,scanSimpleSelfReferencingSubResource,33,15,0
swagger-core,testJacksonFeatures,2,1,0
swagger-core,testToModelWithDoubleProperty,2,1,0
swagger-core,scanResourceWithApiOperationTags,12,12,0
swagger-core,deserializePathParameter,73,26,0
swagger-core,requestBody,3,1,0
swagger-core,testNumberCustomFormat,9,1,0
swagger-core,testComposedUberObject,18,6,0
swagger-core,ignoreHiddenFields,53,19,0
swagger-core,notScanHiddenResource,12,12,0
swagger-core,testComposedAnyBean,9,1,0
swagger-core,filterAwayPathItemWithoutRef,65,24,0
swagger-core,scanAPI,39,11,0
swagger-core,testCustomConverter,75,25,0
swagger-core,testByteArray,185,24,0
swagger-core,testGetCallbacks,45,25,0
swagger-core,deserializeDateTimeProperty,72,24,0
swagger-core,testGetSimpleRef,6,3,0
swagger-core,deserializeBooleanProperty,44,11,0
swagger-core,oneRequestBodyMultipleParameters,222,3,0
swagger-core,testGetResponses,61,14,0
swagger-core,scanSimpleResource,36,20,0
swagger-core,testHierarchy,9,3,0
swagger-core,testReadOnlyProperty,33,17,0
swagger-core,testModelWithAnnotatedPublicMethod,3,3,0
swagger-core,assertSub2PropertiesValid,0,0,1
swagger-core,testExampleWithRef,1,1,0
swagger-core,beanValidationMinTest,2,1,0
swagger-core,readInheritedInterface,17,17,0
swagger-core,testEnumProperty,17,17,0
swagger-core,testSwaggerJsonUsingAcceptHeader,17,5,0
swagger-core,testHeaderWithRef,1,1,0
swagger-core,testIssue2064Ip,51,17,0
swagger-core,filterAwayOpenAPI,75,19,0
swagger-core,testToModelWithIntegerProperty,1,1,0
swagger-core,scanImplicitParamInterfaceTest,1,1,0
swagger-core,testReadingXmlAccessorTypeNone,227,32,0
swagger-core,addPet,0,0,4
swagger-core,allowableValuesTest,20,1,0
swagger-core,checkResponseModelsProcessing,12,12,0
swagger-core,testTicket2848,2,2,0
swagger-core,testModelPropertyExampleOverride,1,1,0
swagger-core,testExtensions,4,1,0
swagger-core,testSimpleUserResource,133,8,0
swagger-core,deserializeFloatProperty,72,24,0
swagger-core,testArray,76,26,0
swagger-core,beanValidationSizeOnNumberTest,4,1,0
swagger-core,testApiModelPropertyFirstPosition,86,18,0
swagger-core,testModelPropertyExampleJson,13,2,0
swagger-core,testSubResourceHasTheRightApiPath,4,2,0
swagger-core,testGetSummaryAndDescription,13,9,0
swagger-core,testSubscriptionIdParam,23,16,0
swagger-core,parameterProcessorTest,259,12,0
swagger-core,scanConsumesProducesValuesWithoutClassLevelAnnotations,2,2,0
swagger-core,deserializeIntegerMapProperty,72,24,0
swagger-core,scanResourceWithVoidReturnType,12,12,0
swagger-core,scanResourceWithParamEnums,12,12,0
swagger-core,processXMLModelAttribute,4,1,0
swagger-core,testIntArray,139,30,0
swagger-core,replaceGetResources,78,25,0
swagger-core,getPetById,0,0,6
swagger-core,testDoubleValue,166,26,0
swagger-core,serializeStringArrayHeaderParameter,146,26,0
swagger-core,getIndirectAnnotationFromInterface,32,16,0
swagger-core,testStringFormat,13,2,0
swagger-core,serializeHeaderParameter,166,26,0
swagger-core,testMapDeserialization,191,25,1
swagger-core,getIndirectAnnotationFromClass,32,16,0
swagger-core,testDeserializePetStoreFile,20,18,0
swagger-core,retainNonBrokenReferenceModelComposedProperties,586,80,0
swagger-core,testJodaLocalDate,142,19,1
swagger-core,resolve,0,0,2
swagger-core,readClassModelWithComposition,2,1,0
swagger-core,testDeserializeSecurity,9,1,0
swagger-core,securityRequirementsTest2,0,0,1
swagger-core,deserializeModel,57,19,0
swagger-core,createModelWithExample,157,18,0
swagger-core,serializeDoubleProperty,115,25,0
swagger-core,testOperationWithResponseExamples,132,12,0
swagger-core,testTicket2794,2,2,0
swagger-core,cloneWithoutModels,254,71,0
swagger-core,shouldDeserializeArrayPropertyMinItems,34,17,0
swagger-core,readBilateralComposedSchema_ticket2620,5,1,0
swagger-core,deserializeStringArrayHeaderParameter,77,26,0
swagger-core,deserializeEnumIntegerProperty,83,24,1
swagger-core,resourceWithArrayParamTest,70,12,0
swagger-core,scanResource1343,5,4,0
swagger-core,serializeRefProperty,75,29,0
swagger-core,serializeBodyParameter,249,26,0
swagger-core,testDeserializeAResponseRef,119,18,0
swagger-core,shouldScanMethodWithSomeParamsHidden,60,5,0
swagger-core,setUp,0,0,2
swagger-core,readUberApi,2,1,0
swagger-core,responses,28,2,0
swagger-core,testRequestBodyWithFilter,2,2,1
swagger-core,testDeserializeConstrainedStringProperty,99,17,0
swagger-core,testEquals,6,3,0
swagger-core,testBasicEmptyOperation,92,13,0
swagger-core,readResourceWithClassBasedSubresources,5,1,0
swagger-core,isOverriddenMethodTest,5,5,0
swagger-core,giveBackRightRefString,46,4,0
swagger-core,testOuterBean,26,26,0
swagger-core,testStringValue,145,25,0
swagger-core,testStringPredefinedFormats,2,2,0
swagger-core,testModelWithAlternateRepresentation,3,3,0
swagger-core,initializeAndGetScannerWithoutInitParam,15,1,0
swagger-core,implicitParameterLongTypeProcessorTest,2,2,0
swagger-core,shouldContainAllTopLevelTags,355,81,0
swagger-core,giveBackRightSimpleRef,40,4,0
swagger-core,findPetByStatus,0,0,4
swagger-core,assertSub1PropertiesValid,0,0,1
swagger-core,testMergeWithFloatProperty,2,1,0
swagger-core,testNotBeanlike,68,16,0
swagger-core,shouldScanWithNewInitialization,47,10,0
swagger-core,testExcludeSchema,82,8,0
swagger-core,testBuildWithArgs,32,7,0
swagger-core,scanImplicitWithFile,4,1,0
swagger-core,testIssue1852,51,18,0
swagger-core,serializeParameterizedType,285,19,0
swagger-core,shouldInitialize,9,5,0
swagger-core,testGenericResponseResource,5,1,0
swagger-core,serializeFileProperty,95,25,0
swagger-core,testModelExampleOverride,1,1,0
swagger-core,testGetTags,29,12,0
swagger-core,scanSimpleResourceWithoutAnnotations,12,12,0
swagger-core,prettyPrintTest,2,1,0
swagger-core,testSimpleGetOperationWithoutResponses,39,10,0
swagger-core,testParameters,59,2,0
swagger-core,testGetRequestBody,9,5,0
swagger-core,testSecuritySchemeWithRef,1,1,0
swagger-core,scanResourceWithInnerClass,12,12,0
swagger-core,testRequestBodyAnnotationPriority,20,1,0
swagger-core,readComposedSchema_ticket2616,0,0,1
swagger-core,filterPathItem,1,1,0
swagger-core,givenMapProperty_shouldDeserializeMaxProperties,34,17,0
swagger-core,extractPrimitiveArray,118,17,0
swagger-core,scanModel,26,17,0
swagger-core,deserializeHeaderParameter,75,26,0
swagger-core,testExtractEnumReturnType,89,18,0
swagger-core,filterAwayPetRefInSchemas,68,11,0
swagger-core,itShouldNotCreateXmlObject,4,1,0
swagger-core,deserializeObjectPropertyWithRequiredProperties,163,25,0
swagger-core,scanExternalDocsOnMethod,1,1,0
swagger-core,extensionsTest,2,1,0
swagger-core,scanClassWithImplicitExamplePost,7,7,0
swagger-core,scanResourceWithGenerics,12,12,0
swagger-core,testCompleteOperation,1929,23,0
swagger-core,testExampleWithFilter,1,1,1
swagger-core,testCompleteUserResource,885,14,0
swagger-core,test2497,2,2,0
swagger-core,getScannerWithInitParam,23,2,0
swagger-core,beanValidationMaxTest,2,1,0
swagger-core,scanModelWithNumbers,53,18,0
swagger-core,serializeEnumStringProperty,93,25,0
swagger-core,deserializeNumberEnumPathParameter,261,27,0
swagger-core,testSwaggerJson,40,7,0
swagger-core,scanImplicitParam,24,6,0
swagger-core,test2644,2,2,1
swagger-core,test2646,2,2,0
swagger-core,testExtractEnumFields,89,18,0
swagger-core,testIncorrectDouble,166,25,0
swagger-core,beanValidationDecimalMaxTest,4,1,0
swagger-core,OverrideTest,6,3,0
swagger-core,testDeserializeAPathRef,167,18,0
swagger-core,testHiddenAnnotatedUserResource,9,1,0
swagger-core,scanDeprecatedAnnotation,2,2,0
swagger-core,deserializeQueryParameter,74,26,0
swagger-core,testCompletePetResource,856,17,0
swagger-core,scanResourceWithApiOperationCodeValue,12,12,0
swagger-core,testSimple,422,35,0
swagger-core,testObjectProperty,170,59,0
swagger-core,testAnotherResourceWithSubresources,2,2,1
swagger-core,makeFieldReadOnly,18,18,0
swagger-core,addUser,0,0,4
swagger-core,testUnannotatedMethod,14,3,0
swagger-core,shouldDeserializeArrayPropertyMaxItems,34,17,0
swagger-core,serializeLongProperty,92,24,0
swagger-core,testCallbackWithRef,9,1,0
swagger-core,scanResourceWithApiResponseResponseContainerValue,12,12,0
swagger-core,testCompositionTest,482,62,0
swagger-core,testPrimitiveModel,37,19,0
swagger-core,testPartiallyAnnotatedMethod,121,6,0
swagger-core,deserializeStringArrayPathParameter,96,27,0
swagger-core,testParametersResource,0,0,1
swagger-core,testMultipleInheritedChildBean,427,29,1
swagger-core,deserializeStringMapProperty,72,24,0
swagger-core,testIssue2064Neg,34,17,0
swagger-core,testIssue2031,2,1,0
swagger-core,testOrdering,102,27,0
swagger-core,deserializeQueryParameterWithStyle,2,1,0
swagger-core,createOperationWithLinks,177,13,0
swagger-core,testEnumParser,56,19,0
swagger-core,initializeAndGetConfigWithoutInitParam,15,3,0
swagger-core,deserializeModelWithObjectExample,38,19,0
swagger-core,serializeBodyParameterToYaml,253,26,0
swagger-core,testMapDeserializationVendorExtensions,209,25,1
swagger-core,verifyTopLevelAuthorization,12,12,0
swagger-core,deserializeReadOnlyParameter,98,26,0
swagger-core,callbacks,3,2,0
swagger-core,testStringCustomFormat,12,1,0
swagger-core,deserializeBooleanSchema,50,13,0
swagger-core,serializeBooleanSchema,37,13,0
swagger-core,deserializeDateProperty,72,24,0
swagger-core,testTicket3197,3,1,0
swagger-core,testModelWithMultipleRepresentations,47,11,0
swagger-core,processModelWithJAXBAnnotations,7,1,0
swagger-core,serializeRefBodyParameter,202,32,0
swagger-core,testDeserializeCompositionTest,19,18,0
swagger-core,scanConsumesProducesValuesWithApiClassLevelAnnotations,22,7,0
swagger-core,scanBeanValidation,8,2,0
swagger-core,deserializeEnumStringProperty,72,24,1
swagger-core,deserializeEncodingPropertyWithStyle,2,1,0
swagger-core,scanBigDecimal,6,2,0
swagger-core,testModelWithSpecificFormat,9,9,0
swagger-core,readArrayComposedSchema_ticket2616,16,1,1
swagger-core,testModelPropertyImplExampleJson,10,2,0
swagger-core,testTheCountBean,146,30,0
swagger-core,test2607,2,2,0
swagger-core,scanResourceWithAllHiddenValues,12,12,0
swagger-core,modelWithRangesTest,138,19,0
swagger-core,testReadingXmlAccessorTypePublic,284,30,0
swagger-core,scanInterfaceTest,10,10,0
swagger-core,shouldHandleErrorServletConfig_issue1691,2,2,0
swagger-core,removeUnreferencedModelOverride,335,80,0
swagger-core,applyResponsesTest,0,0,1
swagger-core,assertBasePropertiesValid,0,0,1
swagger-core,deserializeHeaderWithStyle,2,1,0
swagger-core,readInterface,17,17,0
swagger-core,testIssue1261InlineSchemaExample,648,25,1
swagger-core,testResponseWithFilter,2,2,1
swagger-core,cloneRetainDeperecatedFlags,496,80,0
swagger-core,serializeStringProperty,48,24,0
swagger-core,scanDeclaredExceptionsAndCombineWithMethodResponses,1,1,0
swagger-core,filterWithNullDefinitions,394,80,0
